Date,Outcome,Time of Entry,Option Symbol,Entry Price,Exit Price,Time of Exit,Quantity,SL,PnL,Cumulative PnL,Equity
2021-12-28 10:38:00,SHORT,10:36:00,BAJFINANCE,6952.2,6946.75,10:38:00,14383,,78387.34999999739,78387.34999999739,100078387.35
2021-12-28 11:00:00,SHORT,10:41:00,BAJFINANCE,6946.2,6943.75,11:00:00,14407,,35297.14999999738,113684.49999999476,100113684.5
2021-12-28 11:13:00,LONG,11:02:00,BAJFINANCE,6934.05,6917.9,11:13:00,14437,,-233157.55000000788,-119473.05000001311,99880526.94999999
2021-12-28 11:21:00,SHORT,11:16:00,BAJFINANCE,6924.05,6911.55,11:21:00,14425,,180312.5,60839.449999986886,100060839.44999999
2021-12-28 11:55:00,LONG,11:22:00,BAJFINANCE,6907.5,6907.85,11:55:00,14485,,5069.75000000527,65909.19999999215,100065909.19999999
2021-12-28 11:59:00,SHORT,11:56:00,BAJFINANCE,6906.75,6903.0,11:59:00,14488,,54330.0,120239.19999999215,100120239.19999999
2021-12-28 12:03:00,SHORT,12:00:00,BAJFINANCE,6906.8,6906.0,12:03:00,14495,,11596.000000002638,131835.1999999948,100131835.19999999
2021-12-28 12:50:00,SHORT,12:04:00,BAJFINANCE,6907.4,6926.3,12:50:00,14496,,-273974.40000000794,-142139.20000001314,99857860.79999997
2021-12-28 13:02:00,LONG,12:51:00,BAJFINANCE,6918.85,6925.75,13:02:00,14432,,99580.79999999475,-42558.40000001839,99957441.59999996
2021-12-28 13:14:00,LONG,13:03:00,BAJFINANCE,6917.25,6917.35,13:14:00,14450,,1445.0000000052569,-41113.400000013135,99958886.59999996
2021-12-28 13:17:00,SHORT,13:15:00,BAJFINANCE,6918.3,6913.0,13:17:00,14448,,76574.40000000263,35460.99999998949,100035460.99999997
2021-12-28 13:53:00,SHORT,13:19:00,BAJFINANCE,6916.15,6922.45,13:53:00,14464,,-91123.20000000263,-55662.20000001314,99944337.79999997
2021-12-28 14:24:00,SHORT,13:56:00,BAJFINANCE,6931.95,6932.0,14:24:00,14417,,-720.8500000026224,-56383.05000001576,99943616.94999996
2021-12-28 14:53:00,LONG,14:25:00,BAJFINANCE,6931.95,6885.0,14:53:00,14417,,-676878.1499999973,-733261.2000000131,99266738.79999997
2021-12-28 15:18:00,SHORT,14:54:00,BAJFINANCE,6888.0,6903.0,15:18:00,14411,,-216165.0,-949426.2000000131,99050573.79999995
2021-12-28 15:28:00,SHORT,15:19:00,BAJFINANCE,6911.0,6902.35,15:28:00,14332,,123971.79999999478,-825454.4000000183,99174545.59999995
2021-12-29 09:58:00,SHORT,09:30:00,BAJFINANCE,6907.8,6934.0,09:58:00,14356,,-376127.1999999974,-1201581.6000000157,98798418.39999995
2021-12-29 10:11:00,SHORT,09:59:00,BAJFINANCE,6939.0,6934.0,10:11:00,14238,,71190.0,-1130391.6000000157,98869608.39999995
2021-12-29 10:30:00,LONG,10:13:00,BAJFINANCE,6928.5,6917.5,10:30:00,14269,,-156959.0,-1287350.6000000157,98712649.39999995
2021-12-29 10:34:00,SHORT,10:32:00,BAJFINANCE,6920.0,6909.95,10:34:00,14264,,143353.2000000026,-1143997.4000000132,98856002.59999995
2021-12-29 10:55:00,SHORT,10:36:00,BAJFINANCE,6916.75,6904.15,10:55:00,14292,,180079.2000000052,-963918.200000008,99036081.79999997
2021-12-29 11:02:00,LONG,10:57:00,BAJFINANCE,6905.0,6906.9,11:02:00,14342,,27249.799999994782,-936668.4000000132,99063331.59999996
2021-12-29 11:13:00,LONG,11:03:00,BAJFINANCE,6904.25,6905.0,11:13:00,14348,,10761.0,-925907.4000000132,99074092.59999996
2021-12-29 11:32:00,SHORT,11:15:00,BAJFINANCE,6909.0,6914.95,11:32:00,14339,,-85317.0499999974,-1011224.4500000105,98988775.54999997
2021-12-29 11:40:00,LONG,11:33:00,BAJFINANCE,6913.95,6917.0,11:40:00,14317,,43666.8500000026,-967557.6000000079,99032442.39999998
2021-12-29 11:43:00,SHORT,11:41:00,BAJFINANCE,6919.05,6915.0,11:43:00,14313,,57967.650000002606,-909589.9500000053,99090410.04999998
2021-12-29 11:45:00,LONG,11:44:00,BAJFINANCE,6915.0,6918.8,11:45:00,14329,,54450.20000000261,-855139.7500000027,99144860.24999999
2021-12-29 12:06:00,SHORT,11:46:00,BAJFINANCE,6919.0,6913.55,12:06:00,14329,,78093.0499999974,-777046.7000000053,99222953.3
2021-12-29 12:09:00,LONG,12:07:00,BAJFINANCE,6913.0,6918.0,12:09:00,14353,,71765.0,-705281.7000000053,99294718.3
2021-12-29 12:13:00,SHORT,12:10:00,BAJFINANCE,6917.95,6912.45,12:13:00,14353,,78941.5,-626340.2000000053,99373659.79999998
2021-12-29 12:23:00,LONG,12:14:00,BAJFINANCE,6911.7,6913.0,12:23:00,14377,,18690.100000002614,-607650.1000000027,99392349.89999999
2021-12-29 12:27:00,SHORT,12:24:00,BAJFINANCE,6914.0,6910.0,12:27:00,14375,,57500.0,-550150.1000000027,99449849.89999998
2021-12-29 12:29:00,SHORT,12:28:00,BAJFINANCE,6912.45,6910.0,12:29:00,14387,,35248.14999999738,-514901.95000000525,99485098.04999995
2021-12-29 12:31:00,LONG,12:30:00,BAJFINANCE,6910.0,6912.0,12:31:00,14397,,28794.0,-486107.95000000525,99513892.04999995
2021-12-29 12:34:00,LONG,12:32:00,BAJFINANCE,6909.0,6914.5,12:34:00,14403,,79216.5,-406891.45000000525,99593108.54999995
2021-12-29 12:38:00,SHORT,12:35:00,BAJFINANCE,6915.1,6915.0,12:38:00,14402,,1440.2000000052394,-405451.25,99594548.74999994
2021-12-29 13:03:00,SHORT,12:39:00,BAJFINANCE,6918.0,6918.95,13:03:00,14396,,-13676.199999997381,-419127.4499999974,99580872.54999994
2021-12-29 13:06:00,SHORT,13:04:00,BAJFINANCE,6919.4,6917.0,13:06:00,14391,,34538.39999999476,-384589.0500000026,99615410.94999993
2021-12-29 13:10:00,LONG,13:07:00,BAJFINANCE,6917.0,6920.9,13:10:00,14401,,56163.89999999476,-328425.1500000078,99671574.84999992
2021-12-29 13:26:00,SHORT,13:11:00,BAJFINANCE,6920.95,6935.15,13:26:00,14401,,-204494.1999999974,-532919.3500000052,99467080.64999993
2021-12-29 13:40:00,LONG,13:27:00,BAJFINANCE,6935.0,6934.9,13:40:00,14342,,-1434.2000000052176,-534353.5500000104,99465646.44999993
2021-12-29 13:44:00,SHORT,13:41:00,BAJFINANCE,6936.95,6932.0,13:44:00,14338,,70973.09999999739,-463380.450000013,99536619.54999992
2021-12-29 13:54:00,SHORT,13:45:00,BAJFINANCE,6934.95,6932.1,13:54:00,14352,,40903.19999999217,-422477.25000002084,99577522.74999993
2021-12-29 14:08:00,LONG,13:56:00,BAJFINANCE,6933.0,6935.0,14:08:00,14362,,28724.0,-393753.25000002084,99606246.74999993
2021-12-29 14:21:00,SHORT,14:09:00,BAJFINANCE,6935.0,6937.0,14:21:00,14362,,-28724.0,-422477.25000002084,99577522.74999994
2021-12-29 14:28:00,SHORT,14:22:00,BAJFINANCE,6942.2,6936.0,14:28:00,14343,,88926.59999999739,-333550.6500000234,99666449.34999993
2021-12-29 14:34:00,LONG,14:30:00,BAJFINANCE,6932.0,6933.6,14:34:00,14377,,23003.20000000523,-310547.4500000182,99689452.54999994
2021-12-29 14:38:00,SHORT,14:35:00,BAJFINANCE,6934.0,6932.4,14:38:00,14376,,23001.60000000523,-287545.85000001296,99712454.14999996
2021-12-29 14:49:00,LONG,14:39:00,BAJFINANCE,6930.0,6933.95,14:49:00,14388,,56832.59999999739,-230713.25000001557,99769286.74999996
