Ticker,Date,Action,Quantity,Price,Total Value,Capital Left,Trade Type
WIPRO,2021-12-28 10:14:00,BOUGHT,141944,704.5,99999548.0,452.0,True
WIPRO,2021-12-28 10:43:00,SOLD,141944,703.35,99836312.4,99836764.4,True
WIPRO,2021-12-28 10:44:00,SOLD,141914,703.5,99836499.0,199673263.4,False
WIPRO,2021-12-28 10:47:00,BOUGHT,141914,703.0,99765542.0,99907721.4,False
WIPRO,2021-12-28 10:48:00,BOUGHT,142247,702.35,99907180.45,540.9500000029802,True
WIPRO,2021-12-28 11:09:00,SOLD,142247,703.6,100084989.2,100085530.15,True
WIPRO,2021-12-28 11:10:00,SOLD,142328,703.2,100085049.60000001,200170579.75,False
WIPRO,2021-12-28 11:12:00,BOUGHT,142328,703.0,100056584.0,100113995.75,False
WIPRO,2021-12-28 11:13:00,BOUGHT,142419,702.95,100113436.05000001,559.6999999880791,True
WIPRO,2021-12-28 11:17:00,SOLD,142419,704.5,100334185.5,100334745.19999999,True
WIPRO,2021-12-28 11:18:00,SOLD,142531,703.95,100334697.45,200669442.64999998,False
WIPRO,2021-12-28 11:27:00,BOUGHT,142531,705.3,100527114.3,100142328.34999998,False
WIPRO,2021-12-28 11:28:00,SOLD,141894,705.75,100141690.5,200284018.84999996,False
WIPRO,2021-12-28 11:38:00,BOUGHT,141894,705.95,100170069.30000001,100113949.54999995,False
WIPRO,2021-12-28 11:40:00,BOUGHT,141894,705.55,100113311.69999999,637.8499999642372,True
WIPRO,2021-12-28 11:41:00,SOLD,141894,706.45,100241016.30000001,100241654.14999998,True
WIPRO,2021-12-28 11:42:00,SOLD,141965,706.1,100241486.5,200483140.64999998,False
WIPRO,2021-12-28 11:45:00,BOUGHT,141965,705.9,100213093.5,100270047.14999998,False
WIPRO,2021-12-28 11:46:00,BOUGHT,142055,705.85,100269521.75,525.3999999761581,True
WIPRO,2021-12-28 12:13:00,SOLD,142055,706.0,100290830.0,100291355.39999998,True
WIPRO,2021-12-28 12:14:00,BOUGHT,142106,705.75,100291309.5,45.89999997615814,True
WIPRO,2021-12-28 12:15:00,SOLD,142106,706.2,100355257.2,100355303.09999998,True
WIPRO,2021-12-28 12:16:00,BOUGHT,142206,705.7,100354774.2,528.8999999761581,True
WIPRO,2021-12-28 12:26:00,SOLD,142206,705.95,100390325.7,100390854.59999998,True
WIPRO,2021-12-28 12:27:00,SOLD,142216,705.9,100390274.39999999,200781128.99999997,False
WIPRO,2021-12-28 12:34:00,BOUGHT,142216,705.55,100340498.8,100440630.19999997,False
WIPRO,2021-12-28 12:36:00,BOUGHT,142357,705.55,100439981.35,648.8499999791384,True
WIPRO,2021-12-28 12:39:00,SOLD,142357,705.85,100482688.45,100483337.29999998,True
WIPRO,2021-12-28 12:40:00,SOLD,142297,706.15,100483026.55,200966363.84999996,False
WIPRO,2021-12-28 12:41:00,BOUGHT,142297,705.75,100426107.75,100540256.09999996,False
WIPRO,2021-12-28 12:42:00,SOLD,142438,705.85,100539862.3,201080118.39999998,False
WIPRO,2021-12-28 12:44:00,BOUGHT,142438,705.55,100497130.89999999,100582987.49999999,False
WIPRO,2021-12-28 12:45:00,BOUGHT,142610,705.3,100582833.0,154.49999998509884,True
WIPRO,2021-12-28 12:52:00,SOLD,142610,704.55,100475875.5,100476029.99999999,True
WIPRO,2021-12-28 12:53:00,SOLD,142610,704.55,100475875.5,200951905.5,False
