Ticker,Date,Action,Quantity,Price,Total Value,Capital Left,Trade Type
ULTRACEMCO,2021-12-28 10:16:00,BOUGHT,13576,7365.5,99994028.0,5972.0,True
ULTRACEMCO,2021-12-28 10:23:00,SOLD,13576,7372.0,100082272.0,100088244.0,True
ULTRACEMCO,2021-12-28 10:24:00,SOLD,13580,7370.0,100084600.0,200172844.0,False
ULTRACEMCO,2021-12-28 10:25:00,BOUGHT,13580,7369.0,100071020.0,100101824.0,False
ULTRACEMCO,2021-12-28 10:26:00,BOUGHT,13586,7367.95,100100968.7,855.2999999970198,True
ULTRACEMCO,2021-12-28 10:44:00,SOLD,13586,7359.7,99988884.2,99989739.5,True
ULTRACEMCO,2021-12-28 10:45:00,BOUGHT,13594,7355.3,99987948.2,1791.2999999970198,True
ULTRACEMCO,2021-12-28 10:47:00,SOLD,13594,7358.0,100024652.0,100026443.3,True
ULTRACEMCO,2021-12-28 10:48:00,SOLD,13594,7358.0,100024652.0,200051095.3,False
ULTRACEMCO,2021-12-28 10:49:00,BOUGHT,13594,7355.1,99985229.4,100065865.9,False
ULTRACEMCO,2021-12-28 10:50:00,SOLD,13597,7359.0,100060323.0,200126188.9,False
ULTRACEMCO,2021-12-28 11:18:00,BOUGHT,13597,7360.2,100076639.39999999,100049549.50000001,False
ULTRACEMCO,2021-12-28 11:19:00,SOLD,13584,7365.0,100046160.0,200095709.5,False
ULTRACEMCO,2021-12-28 11:20:00,BOUGHT,13584,7361.15,99993861.6,100101847.9,False
ULTRACEMCO,2021-12-28 11:21:00,SOLD,13593,7363.85,100096813.05000001,200198660.95000002,False
ULTRACEMCO,2021-12-28 11:22:00,BOUGHT,13593,7360.5,100051276.5,100147384.45000002,False
ULTRACEMCO,2021-12-28 11:23:00,BOUGHT,13606,7360.35,100144922.10000001,2462.3500000089407,True
ULTRACEMCO,2021-12-28 11:25:00,SOLD,13606,7363.35,100185740.10000001,100188202.45000002,True
ULTRACEMCO,2021-12-28 11:26:00,SOLD,13606,7363.0,100180978.0,200369180.45000002,False
ULTRACEMCO,2021-12-28 11:27:00,BOUGHT,13606,7360.75,100150364.5,100218815.95000002,False
ULTRACEMCO,2021-12-28 11:28:00,SOLD,13610,7363.5,100217235.0,200436050.95000002,False
ULTRACEMCO,2021-12-28 11:42:00,BOUGHT,13610,7374.45,100366264.5,100069786.45000002,False
ULTRACEMCO,2021-12-28 11:43:00,BOUGHT,13569,7374.45,100063912.05,5874.400000020862,True
ULTRACEMCO,2021-12-28 11:49:00,SOLD,13569,7375.15,100073410.35,100079284.75000001,True
ULTRACEMCO,2021-12-28 11:50:00,SOLD,13568,7376.0,100077568.0,200156852.75,False
ULTRACEMCO,2021-12-28 12:18:00,BOUGHT,13568,7400.0,100403200.0,99753652.75,False
ULTRACEMCO,2021-12-28 12:20:00,BOUGHT,13482,7399.0,99753318.0,334.75,True
