Ticker,Date,Action,Quantity,Price,Total Value,Capital Left,Trade Type
MARUTI,2021-12-28 10:20:00,BOUGHT,13630,7336.4,99995132.0,4868.0,True
MARUTI,2021-12-28 10:34:00,SOLD,13630,7326.7,99862921.0,99867789.0,True
MARUTI,2021-12-28 10:35:00,SOLD,13624,7329.85,99861876.4,199729665.4,False
MARUTI,2021-12-28 10:55:00,BOUGHT,13624,7324.35,99786944.4,99942721.0,False
MARUTI,2021-12-28 10:56:00,BOUGHT,13662,7315.0,99937530.0,5191.0,True
MARUTI,2021-12-28 11:37:00,SOLD,13662,7301.9,99758557.8,99763748.8,True
MARUTI,2021-12-28 11:38:00,SOLD,13658,7304.15,99760080.69999999,199523829.5,False
MARUTI,2021-12-28 11:42:00,BOUGHT,13658,7300.45,99709546.1,99814283.4,False
MARUTI,2021-12-28 11:43:00,BOUGHT,13672,7300.25,99809018.0,5265.4000000059605,True
MARUTI,2021-12-28 11:50:00,SOLD,13672,7300.0,99805600.0,99810865.4,True
MARUTI,2021-12-28 11:51:00,BOUGHT,13677,7297.45,99807223.64999999,3641.750000014901,True
MARUTI,2021-12-28 12:05:00,SOLD,13677,7299.95,99841416.14999999,99845057.9,True
MARUTI,2021-12-28 12:06:00,SOLD,13672,7302.6,99841147.2,199686205.10000002,False
MARUTI,2021-12-28 12:08:00,BOUGHT,13672,7296.1,99752279.2,99933925.90000002,False
MARUTI,2021-12-28 12:09:00,SOLD,13686,7301.8,99932434.8,199866360.70000002,False
MARUTI,2021-12-28 12:11:00,BOUGHT,13686,7296.1,99854424.60000001,100011936.10000001,False
MARUTI,2021-12-28 12:12:00,BOUGHT,13715,7292.0,100009780.0,2156.1000000089407,True
MARUTI,2021-12-28 12:16:00,SOLD,13715,7298.5,100098927.5,100101083.60000001,True
MARUTI,2021-12-28 12:17:00,BOUGHT,13716,7297.85,100097310.60000001,3773.0,True
MARUTI,2021-12-28 12:19:00,SOLD,13716,7298.75,100109655.0,100113428.0,True
MARUTI,2021-12-28 12:20:00,SOLD,13716,7298.7,100108969.2,200222397.2,False
MARUTI,2021-12-28 12:23:00,BOUGHT,13716,7298.0,100099368.0,100123029.19999999,False
MARUTI,2021-12-28 12:24:00,SOLD,13717,7299.1,100121754.7,200244783.89999998,False
