Ticker,Date,Action,Quantity,Price,Total Value,Capital Left,Trade Type
BAJFINANCE,2021-12-28 10:36:00,SOLD,14383,6952.2,99993492.6,199993492.6,False
BAJFINANCE,2021-12-28 10:38:00,BOUGHT,14383,6946.75,99915105.25,100078387.35,False
BAJFINANCE,2021-12-28 10:41:00,SOLD,14407,6946.2,100073903.39999999,200152290.75,False
BAJFINANCE,2021-12-28 11:00:00,BOUGHT,14407,6943.75,100038606.25,100113684.5,False
BAJFINANCE,2021-12-28 11:02:00,BOUGHT,14437,6934.05,100106879.85000001,6804.649999991059,True
BAJFINANCE,2021-12-28 11:13:00,SOLD,14437,6917.9,99873722.3,99880526.94999999,True
BAJFINANCE,2021-12-28 11:16:00,SOLD,14425,6924.05,99879421.25,199759948.2,False
BAJFINANCE,2021-12-28 11:21:00,BOUGHT,14425,6911.55,99699108.75,100060839.44999999,False
BAJFINANCE,2021-12-28 11:22:00,BOUGHT,14485,6907.5,100055137.5,5701.949999988079,True
BAJFINANCE,2021-12-28 11:55:00,SOLD,14485,6907.85,100060207.25,100065909.19999999,True
BAJFINANCE,2021-12-28 11:56:00,SOLD,14488,6906.75,100064994.0,200130903.2,False
BAJFINANCE,2021-12-28 11:59:00,BOUGHT,14488,6903.0,100010664.0,100120239.19999999,False
BAJFINANCE,2021-12-28 12:00:00,SOLD,14495,6906.8,100114066.0,200234305.2,False
BAJFINANCE,2021-12-28 12:03:00,BOUGHT,14495,6906.0,100102470.0,100131835.19999999,False
BAJFINANCE,2021-12-28 12:04:00,SOLD,14496,6907.4,100129670.39999999,200261505.59999996,False
BAJFINANCE,2021-12-28 12:50:00,BOUGHT,14496,6926.3,100403644.8,99857860.79999997,False
BAJFINANCE,2021-12-28 12:51:00,BOUGHT,14432,6918.85,99852843.2,5017.599999964237,True
BAJFINANCE,2021-12-28 13:02:00,SOLD,14432,6925.75,99952424.0,99957441.59999996,True
BAJFINANCE,2021-12-28 13:03:00,BOUGHT,14450,6917.25,99954262.5,3179.099999964237,True
BAJFINANCE,2021-12-28 13:14:00,SOLD,14450,6917.35,99955707.5,99958886.59999996,True
BAJFINANCE,2021-12-28 13:15:00,SOLD,14448,6918.3,99955598.4,199914484.99999997,False
BAJFINANCE,2021-12-28 13:17:00,BOUGHT,14448,6913.0,99879024.0,100035460.99999997,False
BAJFINANCE,2021-12-28 13:19:00,SOLD,14464,6916.15,100035193.6,200070654.59999996,False
BAJFINANCE,2021-12-28 13:53:00,BOUGHT,14464,6922.45,100126316.8,99944337.79999997,False
BAJFINANCE,2021-12-28 13:56:00,SOLD,14417,6931.95,99937923.14999999,199882260.94999996,False
BAJFINANCE,2021-12-28 14:24:00,BOUGHT,14417,6932.0,99938644.0,99943616.94999996,False
BAJFINANCE,2021-12-28 14:25:00,BOUGHT,14417,6931.95,99937923.14999999,5693.799999967217,True
BAJFINANCE,2021-12-28 14:53:00,SOLD,14417,6885.0,99261045.0,99266738.79999997,True
BAJFINANCE,2021-12-28 14:54:00,SOLD,14411,6888.0,99262968.0,198529706.79999995,False
BAJFINANCE,2021-12-28 15:18:00,BOUGHT,14411,6903.0,99479133.0,99050573.79999995,False
BAJFINANCE,2021-12-28 15:19:00,SOLD,14332,6911.0,99048452.0,198099025.79999995,False
BAJFINANCE,2021-12-28 15:28:00,BOUGHT,14332,6902.35,98924480.2,99174545.59999995,False
BAJFINANCE,2021-12-29 09:30:00,SOLD,14356,6907.8,99168376.8,198342922.39999995,False
BAJFINANCE,2021-12-29 09:58:00,BOUGHT,14356,6934.0,99544504.0,98798418.39999995,False
BAJFINANCE,2021-12-29 09:59:00,SOLD,14238,6939.0,98797482.0,197595900.39999995,False
BAJFINANCE,2021-12-29 10:11:00,BOUGHT,14238,6934.0,98726292.0,98869608.39999995,False
BAJFINANCE,2021-12-29 10:13:00,BOUGHT,14269,6928.5,98862766.5,6841.899999946356,True
BAJFINANCE,2021-12-29 10:30:00,SOLD,14269,6917.5,98705807.5,98712649.39999995,True
BAJFINANCE,2021-12-29 10:32:00,SOLD,14264,6920.0,98706880.0,197419529.39999995,False
BAJFINANCE,2021-12-29 10:34:00,BOUGHT,14264,6909.95,98563526.8,98856002.59999995,False
BAJFINANCE,2021-12-29 10:36:00,SOLD,14292,6916.75,98854191.0,197710193.59999996,False
BAJFINANCE,2021-12-29 10:55:00,BOUGHT,14292,6904.15,98674111.8,99036081.79999997,False
BAJFINANCE,2021-12-29 10:57:00,BOUGHT,14342,6905.0,99031510.0,4571.799999967217,True
BAJFINANCE,2021-12-29 11:02:00,SOLD,14342,6906.9,99058759.8,99063331.59999996,True
BAJFINANCE,2021-12-29 11:03:00,BOUGHT,14348,6904.25,99062179.0,1152.5999999642372,True
BAJFINANCE,2021-12-29 11:13:00,SOLD,14348,6905.0,99072940.0,99074092.59999996,True
BAJFINANCE,2021-12-29 11:15:00,SOLD,14339,6909.0,99068151.0,198142243.59999996,False
BAJFINANCE,2021-12-29 11:32:00,BOUGHT,14339,6914.95,99153468.05,98988775.54999997,False
BAJFINANCE,2021-12-29 11:33:00,BOUGHT,14317,6913.95,98987022.14999999,1753.3999999761581,True
BAJFINANCE,2021-12-29 11:40:00,SOLD,14317,6917.0,99030689.0,99032442.39999998,True
BAJFINANCE,2021-12-29 11:41:00,SOLD,14313,6919.05,99032362.65,198064805.04999998,False
BAJFINANCE,2021-12-29 11:43:00,BOUGHT,14313,6915.0,98974395.0,99090410.04999998,False
BAJFINANCE,2021-12-29 11:44:00,BOUGHT,14329,6915.0,99085035.0,5375.049999982119,True
BAJFINANCE,2021-12-29 11:45:00,SOLD,14329,6918.8,99139485.2,99144860.24999999,True
BAJFINANCE,2021-12-29 11:46:00,SOLD,14329,6919.0,99142351.0,198287211.25,False
BAJFINANCE,2021-12-29 12:06:00,BOUGHT,14329,6913.55,99064257.95,99222953.3,False
BAJFINANCE,2021-12-29 12:07:00,BOUGHT,14353,6913.0,99222289.0,664.2999999970198,True
BAJFINANCE,2021-12-29 12:09:00,SOLD,14353,6918.0,99294054.0,99294718.3,True
BAJFINANCE,2021-12-29 12:10:00,SOLD,14353,6917.95,99293336.35,198588054.64999998,False
BAJFINANCE,2021-12-29 12:13:00,BOUGHT,14353,6912.45,99214394.85,99373659.79999998,False
BAJFINANCE,2021-12-29 12:14:00,BOUGHT,14377,6911.7,99369510.89999999,4148.899999991059,True
BAJFINANCE,2021-12-29 12:23:00,SOLD,14377,6913.0,99388201.0,99392349.89999999,True
BAJFINANCE,2021-12-29 12:24:00,SOLD,14375,6914.0,99388750.0,198781099.89999998,False
BAJFINANCE,2021-12-29 12:27:00,BOUGHT,14375,6910.0,99331250.0,99449849.89999998,False
BAJFINANCE,2021-12-29 12:28:00,SOLD,14387,6912.45,99449418.14999999,198899268.04999995,False
BAJFINANCE,2021-12-29 12:29:00,BOUGHT,14387,6910.0,99414170.0,99485098.04999995,False
BAJFINANCE,2021-12-29 12:30:00,BOUGHT,14397,6910.0,99483270.0,1828.0499999523163,True
BAJFINANCE,2021-12-29 12:31:00,SOLD,14397,6912.0,99512064.0,99513892.04999995,True
BAJFINANCE,2021-12-29 12:32:00,BOUGHT,14403,6909.0,99510327.0,3565.0499999523163,True
BAJFINANCE,2021-12-29 12:34:00,SOLD,14403,6914.5,99589543.5,99593108.54999995,True
BAJFINANCE,2021-12-29 12:35:00,SOLD,14402,6915.1,99591270.2,199184378.74999994,False
BAJFINANCE,2021-12-29 12:38:00,BOUGHT,14402,6915.0,99589830.0,99594548.74999994,False
BAJFINANCE,2021-12-29 12:39:00,SOLD,14396,6918.0,99591528.0,199186076.74999994,False
BAJFINANCE,2021-12-29 13:03:00,BOUGHT,14396,6918.95,99605204.2,99580872.54999994,False
BAJFINANCE,2021-12-29 13:04:00,SOLD,14391,6919.4,99577085.39999999,199157957.94999993,False
BAJFINANCE,2021-12-29 13:06:00,BOUGHT,14391,6917.0,99542547.0,99615410.94999993,False
BAJFINANCE,2021-12-29 13:07:00,BOUGHT,14401,6917.0,99611717.0,3693.9499999284744,True
BAJFINANCE,2021-12-29 13:10:00,SOLD,14401,6920.9,99667880.89999999,99671574.84999992,True
BAJFINANCE,2021-12-29 13:11:00,SOLD,14401,6920.95,99668600.95,199340175.79999992,False
BAJFINANCE,2021-12-29 13:26:00,BOUGHT,14401,6935.15,99873095.14999999,99467080.64999993,False
BAJFINANCE,2021-12-29 13:27:00,BOUGHT,14342,6935.0,99461770.0,5310.649999931455,True
BAJFINANCE,2021-12-29 13:40:00,SOLD,14342,6934.9,99460335.8,99465646.44999993,True
BAJFINANCE,2021-12-29 13:41:00,SOLD,14338,6936.95,99461989.1,198927635.54999992,False
BAJFINANCE,2021-12-29 13:44:00,BOUGHT,14338,6932.0,99391016.0,99536619.54999992,False
BAJFINANCE,2021-12-29 13:45:00,SOLD,14352,6934.95,99530402.39999999,199067021.94999993,False
BAJFINANCE,2021-12-29 13:54:00,BOUGHT,14352,6932.1,99489499.2,99577522.74999993,False
BAJFINANCE,2021-12-29 13:56:00,BOUGHT,14362,6933.0,99571746.0,5776.749999925494,True
BAJFINANCE,2021-12-29 14:08:00,SOLD,14362,6935.0,99600470.0,99606246.74999993,True
BAJFINANCE,2021-12-29 14:09:00,SOLD,14362,6935.0,99600470.0,199206716.74999994,False
BAJFINANCE,2021-12-29 14:21:00,BOUGHT,14362,6937.0,99629194.0,99577522.74999994,False
BAJFINANCE,2021-12-29 14:22:00,SOLD,14343,6942.2,99571974.6,199149497.34999993,False
BAJFINANCE,2021-12-29 14:28:00,BOUGHT,14343,6936.0,99483048.0,99666449.34999993,False
BAJFINANCE,2021-12-29 14:30:00,BOUGHT,14377,6932.0,99661364.0,5085.349999934435,True
BAJFINANCE,2021-12-29 14:34:00,SOLD,14377,6933.6,99684367.2,99689452.54999994,True
BAJFINANCE,2021-12-29 14:35:00,SOLD,14376,6934.0,99683184.0,199372636.54999995,False
BAJFINANCE,2021-12-29 14:38:00,BOUGHT,14376,6932.4,99660182.39999999,99712454.14999996,False
BAJFINANCE,2021-12-29 14:39:00,BOUGHT,14388,6930.0,99708840.0,3614.149999961257,True
BAJFINANCE,2021-12-29 14:49:00,SOLD,14388,6933.95,99765672.6,99769286.74999996,True
BAJFINANCE,2021-12-29 14:50:00,BOUGHT,14396,6930.05,99764999.8,4286.949999958277,True
BAJFINANCE,2021-12-29 15:11:00,SOLD,14396,6913.8,99531064.8,99535351.74999996,True
BAJFINANCE,2021-12-29 15:12:00,SOLD,14398,6913.0,99533374.0,199068725.74999994,False
BAJFINANCE,2021-12-29 15:13:00,BOUGHT,14398,6912.0,99518976.0,99549749.74999994,False
BAJFINANCE,2021-12-29 15:15:00,SOLD,14390,6917.85,99547861.5,199097611.24999994,False
BAJFINANCE,2021-12-29 15:21:00,BOUGHT,14390,6907.95,99405400.5,99692210.74999994,False
BAJFINANCE,2021-12-29 15:22:00,BOUGHT,14448,6900.0,99691200.0,1010.7499999403954,True
BAJFINANCE,2021-12-29 15:29:00,SOLD,14448,6906.0,99777888.0,99778898.74999994,True
BAJFINANCE,2021-12-30 09:16:00,SOLD,14486,6887.95,99778843.7,199557742.44999993,False
BAJFINANCE,2021-12-30 09:20:00,BOUGHT,14486,6896.8,99907044.8,99650697.64999993,False
BAJFINANCE,2021-12-30 09:34:00,SOLD,14454,6893.95,99645153.3,199295850.94999993,False
BAJFINANCE,2021-12-30 09:35:00,BOUGHT,14454,6887.1,99546143.4,99749707.54999992,False
BAJFINANCE,2021-12-30 09:36:00,SOLD,14467,6894.9,99748518.3,199498225.8499999,False
BAJFINANCE,2021-12-30 10:35:00,BOUGHT,14467,6930.0,100256310.0,99241915.8499999,False
BAJFINANCE,2021-12-30 10:36:00,SOLD,14316,6932.0,99238512.0,198480427.8499999,False
BAJFINANCE,2021-12-30 10:39:00,BOUGHT,14316,6930.0,99209880.0,99270547.8499999,False
BAJFINANCE,2021-12-30 10:42:00,BOUGHT,14324,6930.15,99267468.6,3079.249999910593,True
BAJFINANCE,2021-12-30 11:03:00,SOLD,14324,6912.0,99007488.0,99010567.24999991,True
BAJFINANCE,2021-12-30 11:04:00,BOUGHT,14329,6909.65,99008374.85,2192.3999999165535,True
BAJFINANCE,2021-12-30 11:09:00,SOLD,14329,6903.9,98925983.1,98928175.49999991,True
BAJFINANCE,2021-12-30 11:10:00,SOLD,14333,6902.0,98926366.0,197854541.4999999,False
BAJFINANCE,2021-12-30 11:15:00,BOUGHT,14333,6889.95,98753653.35,99100888.14999992,False
BAJFINANCE,2021-12-30 11:16:00,BOUGHT,14391,6886.3,99100743.3,144.84999991953373,True
BAJFINANCE,2021-12-30 11:17:00,SOLD,14391,6895.0,99225945.0,99226089.84999992,True
BAJFINANCE,2021-12-30 11:18:00,BOUGHT,14391,6894.6,99220188.60000001,5901.249999910593,True
BAJFINANCE,2021-12-30 11:19:00,SOLD,14391,6900.0,99297900.0,99303801.24999991,True
BAJFINANCE,2021-12-30 11:20:00,SOLD,14399,6896.55,99303423.45,198607224.69999993,False
BAJFINANCE,2021-12-30 11:30:00,BOUGHT,14399,6893.55,99260226.45,99346998.24999993,False
BAJFINANCE,2021-12-30 11:31:00,BOUGHT,14418,6890.15,99342182.69999999,4815.549999937415,True
BAJFINANCE,2021-12-30 11:43:00,SOLD,14418,6882.6,99233326.80000001,99238142.34999995,True
BAJFINANCE,2021-12-30 11:44:00,SOLD,14415,6884.0,99232860.0,198471002.34999996,False
BAJFINANCE,2021-12-30 11:49:00,BOUGHT,14415,6880.5,99182407.5,99288594.84999996,False
BAJFINANCE,2021-12-30 11:50:00,SOLD,14420,6885.25,99285305.0,198573899.84999996,False
BAJFINANCE,2021-12-30 12:12:00,BOUGHT,14420,6880.45,99216089.0,99357810.84999996,False
BAJFINANCE,2021-12-30 12:14:00,BOUGHT,14433,6884.0,99356772.0,1038.8499999642372,True
BAJFINANCE,2021-12-30 12:15:00,SOLD,14433,6886.4,99391411.19999999,99392450.04999995,True
BAJFINANCE,2021-12-30 12:16:00,BOUGHT,14433,6886.0,99385638.0,6812.049999952316,True
BAJFINANCE,2021-12-30 12:20:00,SOLD,14433,6887.55,99408009.15,99414821.19999996,True
BAJFINANCE,2021-12-30 12:21:00,SOLD,14432,6888.1,99409059.2,198823880.39999998,False
BAJFINANCE,2021-12-30 12:26:00,BOUGHT,14432,6885.0,99364320.0,99459560.39999998,False
BAJFINANCE,2021-12-30 12:27:00,SOLD,14435,6890.0,99457150.0,198916710.39999998,False
BAJFINANCE,2021-12-30 12:31:00,BOUGHT,14435,6884.95,99384253.25,99532457.14999998,False
BAJFINANCE,2021-12-30 12:32:00,BOUGHT,14458,6883.95,99528149.1,4308.049999982119,True
BAJFINANCE,2021-12-30 12:42:00,SOLD,14458,6878.45,99448630.1,99452938.14999998,True
BAJFINANCE,2021-12-30 12:43:00,SOLD,14461,6877.15,99450466.14999999,198903404.29999995,False
BAJFINANCE,2021-12-30 13:20:00,BOUGHT,14461,6911.2,99942863.2,98960541.09999995,False
