Ticker,Date,Action,Quantity,Price,Total Value,Capital Left,Trade Type
TCS,2021-12-28 10:14:00,BOUGHT,26922,3714.35,99997730.7,2269.2999999970198,True
TCS,2021-12-28 10:35:00,SOLD,26922,3713.95,99986961.89999999,99989231.19999999,True
TCS,2021-12-28 10:36:00,SOLD,26929,3712.95,99986030.55,199975261.75,False
TCS,2021-12-28 10:42:00,BOUGHT,26929,3712.05,99961794.45,100013467.3,False
TCS,2021-12-28 10:43:00,SOLD,26938,3712.65,100011365.7,200024833.0,False
TCS,2021-12-28 10:46:00,BOUGHT,26938,3712.2,99999243.6,100025589.4,False
TCS,2021-12-28 10:47:00,SOLD,26938,3713.1,100023487.8,200049077.2,False
TCS,2021-12-28 10:48:00,BOUGHT,26938,3712.35,100003284.3,100045792.89999999,False
TCS,2021-12-28 10:49:00,BOUGHT,26950,3712.25,100045137.5,655.3999999910593,True
TCS,2021-12-28 10:52:00,SOLD,26950,3712.7,100057265.0,100057920.39999999,True
TCS,2021-12-28 10:53:00,SOLD,26944,3713.5,100056544.0,200114464.39999998,False
TCS,2021-12-28 10:55:00,BOUGHT,26944,3710.95,99987836.8,100126627.59999998,False
TCS,2021-12-28 10:56:00,BOUGHT,26981,3710.95,100125141.94999999,1485.6499999910593,True
TCS,2021-12-28 11:01:00,SOLD,26981,3712.6,100169660.6,100171146.24999999,True
TCS,2021-12-28 11:02:00,BOUGHT,26985,3712.1,100171018.5,127.74999998509884,True
TCS,2021-12-28 11:04:00,SOLD,26985,3712.6,100184511.0,100184638.74999999,True
TCS,2021-12-28 11:05:00,SOLD,26980,3713.2,100182136.0,200366774.75,False
TCS,2021-12-28 11:25:00,BOUGHT,26980,3717.6,100300848.0,100065926.75,False
TCS,2021-12-28 11:26:00,BOUGHT,26950,3713.0,100065350.0,576.75,True
TCS,2021-12-28 11:27:00,SOLD,26950,3717.0,100173150.0,100173726.75,True
TCS,2021-12-28 11:28:00,SOLD,26955,3716.2,100170171.0,200343897.75,False
TCS,2021-12-28 11:49:00,BOUGHT,26955,3716.55,100179605.25,100164292.5,False
